Code,Categories,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
030273,Fish,"Fresh or chilled carp ""Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",0,0,0,0,0,0,0,0,0,0,0,3,0,16,2,5,12,214
030455,Fish,"Fresh or chilled meat, whether or not minced, of toothfish ""Dissostichus spp."" (excluding fillets)",0,0,0,0,0,0,0,0,0,0,0,768,9,0,0,0,524,36
030782,Fish,"Live, fresh or chilled, even in shell, stromboid conchs ""Strombus spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
030694,Fish,"Norway lobsters ""Nephrops norvegicus"", whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030446,Fish,"Fresh or chilled fillets of toothfish ""Dissostichus spp.""",0,0,0,0,0,0,0,0,0,0,0,405,1958,832,14,0,1756,761
030454,Fish,"Fresh or chilled meat, whether or not minced, of swordfish ""Xiphias gladius"" (excluding fillets)",0,0,0,0,0,0,0,0,0,0,0,350,426,254,145,33,10,20
030381,Fish,Frozen dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,0,143,54,277,365,670,246,25
030292,Fish,Fresh or chilled shark fins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,9
030691,Fish,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", whether ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
030195,Fish,"Live southern bluefin tunas ""Thunnus maccoyii""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
030253,Fish,"Fresh or chilled coalfish ""Pollachius virens""",0,0,0,0,0,0,0,0,0,0,0,25,24,231,6,0,0,0
030256,Fish,"Fresh or chilled blue whiting ""Micromesistius poutassou, Micromesistius australis""",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,73,0,0
030282,Fish,"Fresh or chilled, rays and skates ""Rajidae""",0,0,0,0,0,0,0,0,0,0,0,2,54,80,3,2,3,0
030290,Fish,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,0,1468,615,873,579,1301,0,0
030390,Fish,Frozen fish livers and roes,0,0,0,0,0,0,0,0,0,0,0,9813,7415,9946,11595,11573,0,0
030392,Fish,Frozen shark fins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0
030447,Fish,Fresh or chilled fillets of dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
030496,Fish,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
030571,Fish,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,0,797,759,461,295,694,548,150
030625,Fish,"Norway lobsters ""Nephrops norvegicus"", even smoked, whether in shell or not, live, fresh, chilled, ...",0,0,0,0,0,0,0,0,0,0,0,3,0,166,291,318,0,0
030626,Fish,"Cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", even smoked, whether in shell ...",0,0,0,0,0,0,0,0,0,0,0,561,318,255,918,3934,0,0
030627,Fish,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",0,0,0,0,0,0,0,0,0,0,0,29311,15842,16910,22082,15290,0,0
030789,Fish,"Smoked, frozen, dried, salted or in brine, abalone ""Haliotis spp."", even in shell",0,0,0,0,0,0,0,0,0,0,0,6618,8150,9294,11487,12073,0,0
160418,Fish,"Prepared or preserved shark fins, whole or in pieces (excl. minced)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0
030194,Fish,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,13,0,0,0,0,0,20,0,0,3,400,6
030499,Fish,Frozen fish meat n.e.s. (excluding fillets),0,0,0,0,0,0,43477,37829,37236,33539,33120,91862,41415,31003,30419,39707,43985,50607
030492,Fish,"Frozen meat, whether or not minced, of toothfish ""Dissostichus spp."" (excluding fillets)",0,0,0,0,0,0,1396,2995,783,18554,31661,32216,41732,37295,65142,74320,91857,26594
030351,Fish,"Frozen herrings ""Clupea harengus, Clupea pallasii""",0,0,0,0,0,0,3778,3649,2526,3147,4099,4027,3428,2904,3517,5707,3514,3282
030491,Fish,"Frozen meat, whether or not minced, of swordfish ""Xiphias gladius"" (excluding fillets)",0,0,0,0,0,0,4534,1670,913,1513,4207,3323,1679,1421,1765,1823,2660,2452
030267,Fish,Fresh or chilled swordfish (Xiphias gladius),0,0,0,0,0,0,51248,50875,46748,52369,48636,0,0,0,0,0,0,0
030268,Fish,Fresh or chilled toothfish (Dissostichus spp.),0,0,0,0,0,0,9457,5865,4919,3763,2735,0,0,0,0,0,0,0
030352,Fish,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0,0,0,0,0,0,5336,2876,1213,1675,480,0,0,0,0,0,0,0
030361,Fish,Frozen swordfish (Xiphias gladius),0,0,0,0,0,0,2408,2516,1706,2139,2053,0,0,0,0,0,0,0
030362,Fish,Frozen toothfish (Dissostichus spp.),0,0,0,0,0,0,110526,109229,108233,96017,112258,0,0,0,0,0,0,0
030411,Fish,"Fresh or chilled fillets and other meat whether or not minced"" of swordfish ""Xiphias gladius""",0,0,0,0,0,0,1673,873,470,1270,721,0,0,0,0,0,0,0
030412,Fish,"Fresh or chilled fillets and other meat whether or not minced"" of toothfish ""Dissostichus ...",0,0,0,0,0,0,48,21,2554,1183,6214,0,0,0,0,0,0,0
030419,Fish,"Fresh or chilled fillets and other fish meat whether or not minced"" (excluding swordfish and ...",0,0,0,0,0,0,1278970,1310980,1163019,1172656,1276353,0,0,0,0,0,0,0
030421,Fish,Frozen fillets of swordfish (Xiphias gladius),0,0,0,0,0,0,19061,20629,12443,17728,20236,0,0,0,0,0,0,0
030422,Fish,Frozen fillets of toothfish (Dissostichus spp.),0,0,0,0,0,0,28515,29173,33064,25368,38701,0,0,0,0,0,0,0
030429,Fish,Frozen fish fillets (excluding swordfish and toothfish),0,0,0,0,0,0,2260350,2341104,2395713,2743246,3116254,0,0,0,0,0,0,0
030235,Fish,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,11697,20056,21978,25866,17884,14911,9641,9817,13523,13592,14713,20040,20900,22022,28252,40694,50618
030234,Fish,"Fresh or chilled bigeye tunas ""Thunnus obesus""",0,47015,59968,61202,47773,45854,52802,55132,55954,42227,34945,43494,45161,45951,58187,48783,44169,39355
030311,Fish,"Frozen sockeye salmon [red salmon] ""Oncorhynchus nerka""",0,515,462,310,56,438,507,1407,806,2435,1069,2825,28208,9182,5474,14193,17110,18604
030344,Fish,"Frozen bigeye tunas ""Thunnus obesus""",0,813,1687,3095,3471,3517,3440,5505,2436,749,1039,1233,1033,694,25,101,443,533
030345,Fish,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,962,981,2349,4004,3355,4535,3336,1180,1718,1948,1461,1978,1429,1605,283,1017,1939
030346,Fish,"Frozen Southern bluefin tunas ""Thunnus maccoyii""",0,348,184,46,2485,1171,2173,2378,2018,1843,2105,1217,1009,2104,1034,233,438,1335
030236,Fish,"Fresh or chilled Southern bluefin tunas ""Thunnus maccoyii""",0,1023,361,1359,1663,1420,476,756,1413,608,73,190,423,110,1185,1899,279,727
030319,Fish,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,6805,5320,13338,11567,13007,10669,7492,7901,8839,8929,2382,417,189,385,228,244,244
All Goods,All Goods,All Goods,1140900158,1200095829,1302833509,1525304218,1734849142,1918997096,2017120786,2164834036,1601895813,1968259896,2263619064,2334677718,2326590209,2410855481,2315252991,2249113112,2406362558,2612379159
030614,Fish,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",524491,596028,674426,674551,664692,715599,848536,714370,697708,617766,742418,651149,848215,867905,868227,1029419,1204743,1231426
160414,Fish,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",428893,496261,601118,654895,709868,733949,702788,876647,798294,949164,1038187,1234194,1178099,1099043,908534,839413,976077,1102560
160510,Fish,"Crab, prepared or preserved (excluding smoked)",299958,340241,336500,404775,461879,468770,555086,636201,462838,553514,619244,699490,589497,734690,672086,558381,736226,890531
030612,Fish,"Frozen lobsters ""Homarus spp."", even smoked, whether in shell or not, incl. lobsters in shell, ...",185047,216287,231567,218702,264372,304005,269704,326781,232179,352366,374338,396495,387391,490712,494447,459828,432134,528412
160530,Fish,"Lobster, prepared or preserved (excluding smoked)",100579,105696,113016,114036,145623,154838,120683,143766,102070,159688,177184,214307,199508,222978,263956,323573,287331,242985
030611,Fish,"Frozen rock lobster and other sea crawfish ""Palinurus spp."", ""Panulirus spp."" and ""Jasus spp."", ...",287191,346451,364285,372974,357201,353236,375036,323600,207177,278053,258629,222818,231180,222953,235898,187407,211830,231548
030232,Fish,"Fresh or chilled yellowfin tunas ""Thunnus albacares""",85497,127003,127146,132927,154528,165782,179434,167238,145853,162754,178824,189243,195889,197963,188302,196253,198129,214401
160420,Fish,Prepared or preserved fish (excluding whole or in pieces),61797,68414,69802,87599,100908,109511,104310,138885,128191,151589,173249,167679,170013,166755,161146,164530,170617,187944
160413,Fish,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",61079,54537,61974,63877,62759,63152,67211,81755,87698,95179,103129,121067,120770,125940,126370,121214,136177,144227
030541,Fish,"Smoked Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...",24623,30526,35041,39281,37849,39771,47040,55966,60166,67038,85096,88812,106083,107575,114051,109635,120009,117099
160540,Fish,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",46265,30237,54170,39360,40835,33920,55740,32820,87030,108909,38373,111401,128042,125913,98198,111865,109001,146869
030221,Fish,"Fresh or chilled lesser or Greenland halibut ""Reinhardtius hippoglossoides, Atlantic halibut ...",50700,63779,74650,64464,49319,56217,54883,47580,43017,51982,60581,63950,64208,75111,85412,96229,97359,106216
160411,Fish,"Prepared or preserved salmon, whole or in pieces (excluding minced)",11947,17475,36256,35871,41116,53102,60928,54068,60754,48989,53044,59600,78013,66532,65019,60365,79272,85363
160419,Fish,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...",40575,49464,60536,76465,66257,78891,99415,89495,92803,97774,103859,84584,78293,64884,61640,80707,109930,130320
030749,Fish,"Cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."" and squid ""Ommastrephes spp., ...",90430,115897,151199,153329,177802,212886,177222,190864,162566,221115,271693,298485,268768,242327,235595,291732,152475,141225
030211,Fish,"Fresh or chilled trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...",6141,5720,7113,5857,5385,6469,7627,10393,13243,15346,15659,15093,17601,18848,39769,61935,47069,53494
030759,Fish,"Octopus ""Octopus spp."", smoked, frozen, dried, salted or in brine",28064,39587,54631,50546,41721,56505,53096,52589,52732,45280,79837,86439,59135,86499,103276,100089,76340,85801
030721,Fish,"Live, fresh or chilled, scallops, incl. queen scallops, of the genera Pecten, Chlamys or Placopecten, ...",33644,37013,32537,32389,35645,32611,31195,38009,19608,28545,49178,37610,61152,83119,68739,56544,50470,56374
160415,Fish,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",12663,14110,17610,16181,17882,21800,20270,26916,26013,23742,34330,40724,27925,30091,35656,34623,37085,38737
030729,Fish,"Scallops, incl. queen scallops, of the genera Pecten, Chlamys or Placopecten, smoked, frozen, ...",94841,109685,129285,117201,195220,210981,204852,206174,210589,209131,249795,185769,311342,311636,280955,270837,68497,41845
030731,Fish,"Live, fresh or chilled, not smoked, mussels ""Mytilus spp., Perna spp."", with or without shell",15236,16002,17149,17762,23458,22453,26651,28170,33130,34637,38873,40720,41284,39214,35625,39032,38195,37058
030342,Fish,"Frozen yellowfin tunas ""Thunnus albacares""",23420,30571,41516,36849,48504,44377,45844,28977,25593,18001,18194,26422,25500,14628,19451,25768,32650,34375
030619,Fish,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",24054,20830,20683,26327,22976,24465,30151,22669,22033,27748,22790,32962,35561,37412,22374,22571,32441,30179
160412,Fish,"Prepared or preserved herrings, whole or in pieces (excluding minced)",17347,19748,20820,21374,20826,23933,25218,28909,27698,31155,34467,38987,39525,43268,40549,37664,36757,35447
160416,Fish,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",18079,17814,21286,25885,27359,26098,28731,27035,25551,28920,29364,32116,26816,29193,35262,30104,29621,32367
030569,Fish,"Fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, ...",10206,10808,11653,11756,15560,18410,15281,17265,13175,15434,12639,21650,23284,20516,17871,20913,24364,25380
030739,Fish,"Mussels ""Mytilus spp., Perna spp."", smoked, frozen, dried, salted or in brine, with or without ...",28374,40603,32377,43204,45599,45959,45775,57933,45307,41653,59253,64008,58049,80062,64089,63061,31089,17877
160300,Fish,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",4947,4135,3556,4234,6238,8281,7107,10398,7959,5240,8391,6438,11195,9373,11823,9332,18526,24773
030331,Fish,"Frozen lesser or Greenland halibut ""Reinhardtius hippoglossoides"", Atlantic halibut ""Hippoglossus ...",6654,7217,10001,8695,4577,15631,14195,13188,9349,11373,12645,11247,7401,4791,6722,9221,8504,10251
030199,Fish,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",3528,3154,3816,2999,2233,4189,5209,4949,10209,9183,9389,12589,13743,14254,15696,17418,17466,15627
030551,Fish,"Dried cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", even salted, not smoked (excluding ...",15090,13841,11792,11732,10132,10703,12307,12328,10445,12461,13391,17587,20128,14732,18035,18348,18053,15689
030559,Fish,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",15772,17928,14478,14402,18915,21191,22230,21262,20685,22920,25538,19641,16316,19018,20059,18479,12801,11614
030339,Fish,"Frozen flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"" ...",2427,3466,3597,7330,7609,4162,3831,2838,2774,2594,3774,2956,11032,7578,8207,9210,9146,9353
030791,Fish,"Live, fresh or chilled molluscs, fit for human consumption, even in shell (excluding oysters, ...",46473,43003,41206,38616,42297,35957,32768,28827,29291,32339,32503,5490,10118,6626,6877,8823,6223,9151
030333,Fish,"Frozen sole ""Solea spp.""",5145,6003,3772,8374,5974,5002,10118,10948,6215,8441,7543,9969,8865,5993,3303,4203,5399,6805
030549,Fish,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",12639,11683,15297,16905,23396,30065,44421,38616,49928,41580,39986,53153,22596,34376,42561,51497,37163,10726
030542,Fish,"Smoked herring ""Clupea harengus, Clupea pallasii"", incl. fillets (excluding offal)",1668,1806,1697,2142,2694,3099,2451,3073,3579,3556,3720,4685,4881,4648,4869,4995,5394,6218
030562,Fish,"Cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", salted or in brine only (excluding fillets ...",9720,10446,8999,9092,8407,7331,5838,4396,4879,5089,4464,5992,6254,5950,5728,5329,4530,4100
030229,Fish,"Fresh or chilled flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...",6284,5619,6036,5141,8832,4480,5268,4478,3329,5698,4981,4896,5423,6773,6503,6153,7257,7427
030799,Fish,"Molluscs, fit for human consumption, even in shell, smoked, frozen, dried, salted or in brine ...",34711,31416,31741,29900,52533,42197,42785,42875,46343,49406,50548,19213,21925,21036,20668,24479,6006,5903
030223,Fish,"Fresh or chilled sole ""Solea spp.""",5024,6313,6339,6284,6303,6380,6642,6156,5776,6071,5749,6118,6756,5706,5309,5409,3172,4019
030231,Fish,"Fresh or chilled albacore or longfinned tunas ""Thunnus alalunga""",3851,6369,4678,4320,4152,5478,6391,4883,4772,3675,5105,5830,6134,5974,6785,7632,7818,6316
030219,Fish,"Fresh or chilled salmonidae (excluding trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",288,336,1063,585,86,22,378,81,597,312,209,1256,1215,695,1090,2018,4898,5876
030341,Fish,"Frozen albacore or longfinned tunas ""Thunnus alalunga""",102010,25022,26532,12197,3034,1791,2082,5116,3606,5369,7244,2662,4310,3193,3196,4401,6255,6325
030520,Fish,"Fish livers and roes, dried, smoked, salted or in brine",3157,1823,1577,2358,6607,2299,2902,4850,4183,4734,5317,5372,4721,5137,4644,4486,4415,5120
030563,Fish,"Anchovies ""Engraulis spp."", salted or in brine only (excluding fillets and offal)",1454,1286,1011,1389,1998,2496,2807,3018,2178,1822,1732,4171,4334,3243,3687,5441,6754,3044
030510,Fish,"Flours, meals and pellets of fish, fit for human consumption",1775,2296,1895,943,1277,759,590,795,502,544,1506,1526,845,2189,3892,2793,1868,1467
030760,Fish,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",928,857,969,1102,1268,839,761,1517,726,577,558,448,976,828,1325,1153,1279,1718
030192,Fish,"Live eels ""Anguilla spp.""",1573,1447,826,765,1754,1545,1437,1044,1260,799,231,1273,1254,1246,1227,1353,1442,1310
030191,Fish,"Live trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...",99,233,196,281,808,868,648,692,614,791,650,899,918,999,1225,1370,1366,1841
030329,Fish,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",220,161,342,294,150,462,1826,289,710,1389,775,2190,476,1047,537,712,948,842
030239,Fish,"Fresh or chilled tunas of the genus ""Thunnus"" (excluding Thunnus alalunga, Thunnus albacares, ...",39864,1087,2508,7657,6736,2948,363,428,253,1780,3837,6040,3472,4111,6944,7754,2474,1599
030561,Fish,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",1822,2133,1913,1824,1845,2124,1116,1087,1013,1765,2431,1141,364,604,194,382,169,153
030193,Fish,"Live carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",626,1386,984,622,562,212,210,297,0,19,56,259,258,53,6,109,251,646
030332,Fish,"Frozen plaice ""Pleuronectes platessa""",1437,1865,458,377,662,9,12,17,7,8,324,324,701,589,99,399,199,212
030343,Fish,"Frozen skipjack or stripe-bellied bonito ""Euthynnus -Katsuwonus- pelamis""",613,879,489,290,695,875,823,807,653,855,964,1180,545,657,379,403,249,201
030751,Fish,"Octopus ""Octopus spp."", live, fresh or chilled",1702,1414,1192,1015,935,963,893,440,468,240,178,571,44,72,658,522,751,12
030222,Fish,"Fresh or chilled plaice ""Pleuronectes platessa""",401,72,174,147,0,8,9,0,6,0,409,25,52,0,45,310,71,70
030349,Fish,"Frozen tunas of the genus ""Thunnus"" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...",1912,37,526,1450,2686,1195,959,291,572,514,666,805,604,688,831,1048,1385,518
030110,Fish,Live ornamental fish,40941,60477,64217,68207,72400,74117,65232,64079,56002,53711,53586,0,0,0,0,0,0,0
030212,Fish,"Fresh or chilled Pacific salmon Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, ...",304428,342439,329730,302777,364618,490406,536404,528652,589868,667842,644112,0,0,0,0,0,0,0
030233,Fish,Fresh or chilled skipjack or stripe-bellied bonito,5,7,0,14,0,149,75,24,46,96,60,65,151,145,38,3,6,9
030240,Fish,"Fresh or chilled herrings (Clupea harengus, clupea pallasii)",682,484,527,1198,1316,1168,1778,1156,957,1527,364,0,0,0,0,0,0,0
030250,Fish,"Fresh or chilled cod (gadus morhua, gadus ogac, gadus macrocephalus)",5661,6752,6591,6312,5205,4513,3380,2766,3117,4348,3529,0,0,0,0,0,0,0
030261,Fish,"Fresh or chilled sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), ...",14,3,8,169,101,88,270,778,701,867,1038,0,0,0,0,0,0,0
030262,Fish,Fresh or chilled haddock (Melanogrammus aeglefinus),19526,19130,22207,19391,22054,20745,19712,22440,25100,21768,17499,0,0,0,0,0,0,0
030263,Fish,Fresh or chilled coalfish (Pollachius virens),1617,2155,1384,1106,787,1150,745,1128,820,1164,153,0,0,0,0,0,0,0
030264,Fish,"Fresh or chilled mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",1415,1206,1856,2809,2886,1897,1553,1938,1671,2706,1773,0,0,0,0,0,0,0
030265,Fish,Fresh or chilled dogfish and other sharks,2392,1956,1147,1590,1335,1390,1526,1047,557,437,352,0,0,0,0,0,0,0
030266,Fish,Fresh or chilled eels (Anguilla spp.),810,2350,184,789,591,1438,341,346,190,136,106,0,0,0,0,0,0,0
030269,Fish,"Fresh or chilled freshwater and saltwater fish (excluding salmonidae, flat fish, tunas, skipjack ...",238917,300530,289019,285729,305521,325818,268361,254325,223096,266301,285117,0,0,0,0,0,0,0
030270,Fish,Fresh or chilled fish livers and roes,1213,1229,1389,748,1183,697,1267,474,692,372,780,0,0,0,0,0,0,0
030310,Fish,"Frozen Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...",3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030321,Fish,"Frozen trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...",1334,1119,1330,4040,3676,4508,3484,1180,2710,3250,1849,0,0,0,0,0,0,0
030322,Fish,Frozen Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),15278,12059,17396,16703,11457,13780,16705,17246,20680,19503,19751,0,0,0,0,0,0,0
030350,Fish,"Frozen herrings ""Clupea harengus, Clupea pallasii""",5169,2292,3780,2405,3232,3088,0,0,0,0,0,0,0,0,0,0,0,0
030360,Fish,"Frozen cod ""Gadus morhua, Gadus ogac and Gadus macrocephalus""",1156,1349,824,1152,1315,3816,0,0,0,0,0,0,0,0,0,0,0,0
030371,Fish,"Frozen sardines Sardina pilchardus, Sardinops spp."", sardinella ""Sardinella spp."" and brisling ...",1939,2097,2082,2609,1815,1414,1258,2858,2690,3901,2921,0,0,0,0,0,0,0
030372,Fish,Frozen haddock (Melanogrammus aeglefinus),7963,11660,7457,6168,8361,18261,21205,17096,12427,15146,27021,0,0,0,0,0,0,0
030373,Fish,Frozen coalfish (Pollachius virens),176,242,369,427,187,150,169,317,561,228,0,0,0,0,0,0,0,0
030374,Fish,"Frozen mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",13193,14235,12614,13374,15557,18127,16991,19227,21169,32196,27303,0,0,0,0,0,0,0
030375,Fish,Frozen dogfish and other sharks,2114,1832,1314,2501,2920,1838,1541,1980,1586,1233,1382,0,0,0,0,0,0,0
030376,Fish,Frozen eels (Anguilla spp.),3994,3763,7470,9268,12401,12925,6989,14158,6584,5289,5124,0,0,0,0,0,0,0
030377,Fish,"Frozen sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",5197,1285,1126,2859,2146,2635,2479,1313,4441,920,528,0,0,0,0,0,0,0
030378,Fish,"Frozen hake (Merluccius spp., Urophycis spp.)",1711,1994,1253,1346,2383,2151,1166,2519,2700,1980,2550,0,0,0,0,0,0,0
030379,Fish,"Frozen freshwater and saltwater fish (excluding salmonidae, flat fish, tunas, skipjack or stripe-bellied ...",193562,222314,258451,271654,349076,386885,243202,290493,243352,259318,292295,0,0,0,0,0,0,0
030380,Fish,Frozen fish livers and roes,5143,5987,5422,9604,11186,13156,17004,15867,10122,10511,11882,0,0,0,0,0,0,0
030410,Fish,"Fresh or chilled fillets and other fish meat, whether or not minced",629842,807640,925951,943843,1053535,1139326,0,0,0,0,0,0,0,0,0,0,0,0
030420,Fish,Frozen fish fillets,1115291,1328387,1399694,1593155,1776654,2092898,0,0,0,0,0,0,0,0,0,0,0,0
030490,Fish,"Frozen fish meat, whether or not minced (excluding fillets)",30247,40411,31268,28676,34959,29021,0,0,0,0,0,0,0,0,0,0,0,0
030530,Fish,"Fish fillets, dried, salted or in brine, not smoked",49698,57906,61053,60435,61135,64635,71363,83034,79162,69657,71445,0,0,0,0,0,0,0
030613,Fish,"Frozen shrimps and prawns, whether in shell or not, incl. shrimps and prawns in shell, cooked ...",2955781,2717262,3082087,2954404,2917606,3124121,3104174,3289372,2896344,3380367,3996704,0,0,0,0,0,0,0
030621,Fish,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", even smoked, ...",8403,5524,4583,4046,1749,1043,938,2147,466,765,357,2471,1508,1378,210,265,0,0
030622,Fish,"Lobsters ""Homarus spp."", even smoked, whether in shell or not, live, fresh, chilled, dried, ...",246429,266581,291375,291625,299550,277516,296661,267360,251001,246387,272785,278646,313991,361666,438396,382479,0,0
030623,Fish,"Shrimps and prawns, whether in shell or not, live, dried, salted or in brine, incl. shrimps ...",21520,22247,20223,16817,22391,27145,24724,24999,25374,22825,30572,0,0,0,0,0,0,0
030624,Fish,"Crabs, even smoked, whether in shell or not, live, fresh, chilled, dried, salted or in brine, ...",69380,48327,57198,66554,61370,48396,49320,42804,29151,32797,17083,18225,16922,24970,24042,24601,0,0
030629,Fish,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",1029,998,569,560,552,636,1269,1038,1413,1262,1787,750,1228,1278,712,686,0,0
030710,Fish,"Oysters, live, fresh, chilled, frozen, dried, salted or in brine",13246,13303,15298,15622,21370,26093,23596,19169,20590,26132,30958,0,0,0,0,0,0,0
030741,Fish,"Live, fresh or chilled, not smoked, cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola ...",1041,1456,1668,2104,2444,3632,2719,2799,2499,3405,2991,3213,1757,2214,2160,1878,0,0
160430,Fish,Caviar and caviar substitutes prepared from fish eggs,27602,16970,17953,19392,18897,14733,10726,16304,12431,15199,16059,0,0,0,0,0,0,0
160520,Fish,"Shrimps and prawns, prepared or preserved",650439,794723,797382,863836,891445,1164537,963058,981365,1026526,1073657,1316470,0,0,0,0,0,0,0
160590,Fish,"Molluscs and aquatic invertebrates, prepared or preserved",103976,124096,147137,152189,143064,156942,159772,167036,159949,177015,219846,0,0,0,0,0,0,0
