HS Code 6,Konsumsi-Non Konsumsi,Olahan-Non Olahan,Asal Bahan Baku,Komoditas,Komoditas 1,Komoditas 2,Group_Commodities,Commodities,Sebaran Habitat,Bentuk,Form,Uraian 2017
208401,K,N,Perikanan Tangkap,Mamalia Laut,Lainnya,Lainnya,Other Fish,Sea Mammals,Tropis,"Segar, Dingin Atau Beku","Fresh, Chilled Or Frozen","Daging dan sisanya yang dapat dimakan dari paus, lumba-lumba dan porpoise (binatang menyusui dari ordo Cetacea); dari manate dan dugong (binatang menyusui dari ordo Sirenia) segar, dingin atau beku/Other meat and edible meat offal of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia), fresh, chilled or frozen"
208409,K,N,Perikanan Tangkap,Mamalia Laut,Lainnya,Lainnya,Other Fish,Sea Mammals,Tropis,"Segar, Dingin Atau Beku","Fresh, Chilled Or Frozen","Daging dan bagian daging lainnya yang dapat dimakan dari anjing laut, singa laut dan beruang laut (mamalia dari sub ordo Pinnipedia) segar, dingin atau beku/Other meat and edible meat offal of seals, sea lions and walruses (mammals of the suborder Pinnipedia), fresh, chilled or frozen."
208500,K,N,Perikanan Tangkap,Binatang Melata,Lainnya,Lainnya,Other Fish,Reptiles,Tropis,"Segar, Dingin Atau Beku","Fresh, Chilled Or Frozen","Daging dan bagian daging lainnya yang dapat dimakan dari binatang melata (termasuk ular dan penyu) segar, dingin atau beku/Other meat and edible meat offal of reptile (including snakes and turtles), fresh, chilled or frozen."
210921,K,O,Perikanan Tangkap,Mamalia Laut,Lainnya,Lainnya,Other Fish,Sea Mammals,Tropis,"Diasinkan Atau Dalam Air Garam, Dikeringkan, Diasapi","Salted Or In Brine, Dried, Smoked","Daging dan sisanya yang dapat dimakan dari paus, lumba-lumba dan porpoise (binatang menyusui dari ordo Cetacea); dari manate dan dugong (binatang menyusui dari ordo Sirenia) diasinkan atau dalam air garam, dikeringkan atau diasapi; termasuk tepung dan tepung kasar dari daging dan sisanya yang dapat dimakan/Other meat and edible meat offal of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia), salted or in brine, dried or smoked, including edible flours and meals of meat or meat offal"
210929,K,O,Perikanan Tangkap,Mamalia Laut,Lainnya,Lainnya,Other Fish,Sea Mammals,Tropis,"Diasinkan Atau Dalam Air Garam, Dikeringkan, Diasapi","Salted Or In Brine, Dried, Smoked","Daging dan bagian lainnya yang dapat dimakan dari anjing laut, singa laut dan beruang laut (mamalia dari sub ordo Pinnipedia) diasinkan, dalam air garam, dikeringkan atau diasapi; termasuk tepung dan tepung kasar dari daging dan sisanya yang dapat dimakan/Other meat and edible meat offal of seals, sea lions and walruses (mammals of the suborder Pinnipedia), salted, in brine, dried or smoked, including edible flours and meals of meat or meat offal"
210930,K,O,Perikanan Tangkap,Binatang Melata,Lainnya,Lainnya,Other Fish,Reptiles,Tropis,"Diasinkan Atau Dalam Air Garam, Dikeringkan, Diasapi","Salted Or In Brine, Dried, Smoked","Daging dan bagian lainnya yang dapat dimakan dari binatang melata (termasuk ular dan penyu) diasinkan, dalam air garam, dikeringkan atau diasapi; termasuk tepung dan tepung kasar dari daging dan sisanya yang dapat dimakan/Other meat and edible meat offal reptiles (including snakes and turtles), salted, in brine, dried or smoked, including edible flours and meals of meat or meat offal"
030219,K,N,Perikanan Tangkap,Ikan Salem,Lainnya,Lainnya,Other Fish,Salmonidae Fish,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Ikan Salem lainnya, segar atau dingin/Other salmonidae fish,  fresh or chilled"
030221,K,N,Perikanan Tangkap,Halibut,Lainnya,Lainnya,Other Fish,Halibut,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglosus, Hippoglossus stenolepis) segar atau dingin/Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglosus, Hippoglossus stenolepis) fresh or chilled"
030222,K,N,Perikanan Tangkap,Plaice,Lainnya,Lainnya,Other Fish,Plaice,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Plaice (Pleuronectes platessa), segar atau dingin/Plaice (Pleuronectes platessa), fresh or chilled"
030223,K,N,Perikanan Tangkap,Sole,Lainnya,Lainnya,Other Fish,Sole,Tropis,Segar Atau Dingin,Fresh Or Chilled,Sole (Solea spp.) segar atau dingin/Sole (Solea spp.) fresh or chilled
030224,K,N,Perikanan Tangkap,Turbot,Lainnya,Lainnya,Other Fish,Turbots,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Turbots (Psetta maxima), segar atau dingin/Turbots (Psetta maxima), fresh or chilled"
030229,K,N,Perikanan Tangkap,Ikan Pipih Lainnya,Lainnya,Lainnya,Other Fish,Other Flat Fish,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Ikan pipih lainnya segar atau dingin/Other flat fish, fresh or chilled"
030241,K,N,Perikanan Tangkap,Herring,Lainnya,Lainnya,Other Fish,Herring,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Herring (Clupea harengus, Clupea pallasii) segar atau dingin/Herring (Clupea harengus, Clupea pallasii) fresh or chilled"
030249,K,N,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Tropis,Segar Atau Dingin,Fresh Or Chilled,"Ikan lainnya segar atau dingin, tidak termasuk sisa ikan yang dapat dimakan dari subpos 0302.91 sampai dengan 0302.99"
030252,K,N,Perikanan Tangkap,Haddock,Lainnya,Lainnya,Other Fish,Haddock,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,Haddock (Melanogrammus aeglefinus) segar atau dingin/Haddock (Melanogrammus aeglefinus) fresh or chilled
030253,K,N,Perikanan Tangkap,Coalfish,Lainnya,Lainnya,Other Fish,Coalfish,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,Coalfish (Pollachius virens) segar atau dingin/Coalfish (Pollachius virens)fresh or chilled
030254,K,N,Perikanan Tangkap,Hake,Lainnya,Lainnya,Other Fish,Hake,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Hake (Merluccius spp., Urophycis spp.) segar atau dingin/Hake (Merluccius spp., Urophycis spp.), fresh or chilled"
030256,K,N,Perikanan Tangkap,Blue Whitings,Lainnya,Lainnya,Other Fish,Blue Whitings,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Blue whitings (Micromesistius poutassou, Micromesistius australis) segar atau dingin/Blue whitings (Micromesistius poutassou, Micromesistius australis), fresh or chilled"
030259,K,N,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Ikan laut lainnya (keluarga: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae dan Muraenolepididae segar atau dingin/Other marine fish (family: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae) fresh or chilled"
030281,K,N,Perikanan Tangkap,Dogfish Dan Hiu Lainnya,Lainnya,Lainnya,Other Fish,Dogfish And Other Sharks,Tropis,Segar Atau Dingin,Fresh Or Chilled,Dogfish dan hiu lainnya segar atau dingin/Dogfish and other sharks fresh or chilled
030283,K,N,Perikanan Tangkap,Tootfish,Lainnya,Lainnya,Other Fish,Tootfish,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,Toothfish (Dissostichus spp.) segar atau dingin/Toothfish (Dissostichus spp.) fresh or chilled
030285,K,N,Perikanan Tangkap,Seabream,Lainnya,Lainnya,Other Fish,Seabreams,Tropis,Segar Atau Dingin,Fresh Or Chilled,"Seabream (Sparidae) segar atau dingin/Seabream (Sparidae), fresh or chilled"
030289,K,N,Perikanan Tangkap,Longfin Majorra,Lainnya,Lainnya,Other Fish,Longfin Majorra,Tropis,Segar Atau Dingin,Fresh Or Chilled,Longfin mojarra (Pentaprion longimanus) segar atau dingin/Longfin mojarra (Pentaprion longimanus) fresh or chilled
030292,K,O,Perikanan Tangkap,Sirip Hiu,Lainnya,Lainnya,Other Fish,Shark Fin,Tropis,Segar Atau Dingin,Fresh Or Chilled,Sirip hiu segar atau dingin
030299,K,O,Perikanan Tangkap,Bagian Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish Offal,Tropis,Segar Atau Dingin,Fresh Or Chilled,"Sirip, kepala, ekor, perut dan sisa ikan lainnya yang dapat dimakan, segar atau dingin"
030319,K,N,Perikanan Tangkap,Ikan Salem,Lainnya,Lainnya,Other Fish,Salmonidae Fish,Sub Tropis,Beku,Frozen,"Ikan Salem lainnya,  beku/Other salmonidae fish, frozen"
030331,K,N,Perikanan Tangkap,Halibut,Lainnya,Lainnya,Other Fish,Halibut,Sub Tropis,Beku,Frozen,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglosus, Hippoglossus stenolepis) beku/Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglosus, Hippoglossus stenolepis) frozen"
030332,K,N,Perikanan Tangkap,Plaice,Lainnya,Lainnya,Other Fish,Plaice,Sub Tropis,Beku,Frozen,"Plaice (Pleuronectes platessa) beku/Plaice (Pleuronectes platessa), frozen"
030333,K,N,Perikanan Tangkap,Sole,Lainnya,Lainnya,Other Fish,Sole,Tropis,Beku,Frozen,Sole (Solea spp.) beku/Sole (Solea spp.) frozen
030334,K,N,Perikanan Tangkap,Turbot,Lainnya,Lainnya,Other Fish,Turbots,Tropis,Beku,Frozen,Turbots (Psetta maxima) beku/Turbots (Psetta maxima) frozen
030339,K,N,Perikanan Tangkap,Ikan Pipih Lainnya,Lainnya,Lainnya,Other Fish,Other Flat Fish,Sub Tropis,Beku,Frozen,"Ikan pipih lainnya beku/Other flat fish, frozen"
030351,K,N,Perikanan Tangkap,Herring,Lainnya,Lainnya,Other Fish,Herring,Sub Tropis,Beku,Frozen,"Herring (Clupea harengus, Clupea pallasii) beku/Herring (Clupea harengus, Clupea pallasii), frozen"
030364,K,N,Perikanan Tangkap,Haddock,Lainnya,Lainnya,Other Fish,Haddock,Sub Tropis,Beku,Frozen,"Haddock (Melanogrammus aeglefinus) beku/Haddock (Melanogrammus aeglefinus), frozen"
030365,K,N,Perikanan Tangkap,Coalfish,Lainnya,Lainnya,Other Fish,Coalfish,Sub Tropis,Beku,Frozen,"Coalfish (Pollachius virens) beku/Coalfish (Pollachius virens), frozen"
030366,K,N,Perikanan Tangkap,Hake,Lainnya,Lainnya,Other Fish,Hake,Sub Tropis,Beku,Frozen,"Hake (Merluccius spp., Urophycis spp.) beku/Hake (Merluccius spp., Urophycis spp.) frozen"
030368,K,N,Perikanan Tangkap,Blue Whitings,Lainnya,Lainnya,Other Fish,Blue Whitings,Sub Tropis,Beku,Frozen,"Blue whitings (Micromesistius poutassou, Micromesistius australis) beku/Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen"
030369,K,N,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Sub Tropis,Beku,Frozen,"Ikan laut lainnya (keluarga: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae dan Muraenolepididae) beku/Other marine fish (family: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae) fozen"
030381,K,N,Perikanan Tangkap,Dogfish Dan Hiu Lainnya,Lainnya,Lainnya,Other Fish,Dogfish And Other Sharks,Tropis,Beku,Frozen,Dogfish dan hiu lainnya beku/Dogfish and other sharks frozen
030383,K,N,Perikanan Tangkap,Tootfish,Lainnya,Lainnya,Other Fish,Tootfish,Sub Tropis,Beku,Frozen,"Toothfish (Dissostichus spp.) beku/Toothfish (Dissostichus spp.), frozen"
030389,K,N,Perikanan Tangkap,Longfin Majorra,Lainnya,Lainnya,Other Fish,Longfin Majorra,Tropis,Beku,Frozen,Longfin mojarra (Pentaprion longimanus) beku/Longfin mojarra (Pentaprion longimanus) frozen
030392,K,O,Perikanan Tangkap,Sirip Hiu,Lainnya,Lainnya,Other Fish,Shark Fin,Tropis,Beku,Frozen,"Sirip hiu, beku"
030399,K,O,Perikanan Tangkap,Bagian Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish Offal,Tropis,Beku,Frozen,"Sirip, kepala, ekor, perut dan sisa ikan lainnya yang dapat dimakan, beku"
030433,K,O,Perikanan Tangkap,Nile Perch,Lainnya,Lainnya,Other Fish,Nile Perch,Sub Tropis,Fillet,Fillets,"Filet nile perch (Lates niloticus) segar atau dingin/Nile perch fillets (Lates niloticus), fresh or chilled"
030443,K,O,Perikanan Tangkap,Ikan Pipih Lainnya,Lainnya,Lainnya,Other Fish,Other Flat Fish,Sub Tropis,Fillet,Fillets,"Fillet ikan pipih (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae dan Citharidae) segar atau dingin/Flat fish fillets (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae) fresh or chilled"
030444,K,O,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Tropis,Fillet,Fillets,"Filet ikan dari keluarga: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae dan Muraenolepididae) segar atau dingin/Fish fillets of family: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae) fresh or chilled"
030446,K,O,Perikanan Tangkap,Tootfish,Lainnya,Lainnya,Other Fish,Tootfish,Sub Tropis,Fillet,Fillets,"Fillet toothfish (Dissostichus spp.) segar atau dingin/Toothfish fillets (Dissostichus spp.), fresh or chilled"
030447,K,O,Perikanan Tangkap,Dogfish Dan Hiu Lainnya,Lainnya,Lainnya,Other Fish,Dogfish And Other Sharks,Tropis,Fillet,Fillets,"Fillet dogfish dan hiu lainnya, segar atau dingin"
030449,K,O,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Tropis,Fillet,Fillets,"Fillet ikan lainnya segar atau dingin/Fillets of other fish, fresh or chilled"
030452,K,O,Perikanan Tangkap,Ikan Salem,Lainnya,Lainnya,Other Fish,Salmonidae Fish,Sub Tropis,Daging Lainnya,Other Meat,"Daging lainnya ikan salem, segar atau dingin/Other meat of salmonidae fish, fresh or chilled"
030453,K,O,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Tropis,Daging Lainnya,Other Meat,"Daging ikan lainnya dari keluarga: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae dan Muraenolepididae) segar atau dingin/Other fish meat of family: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae) fresh or chilled"
030455,K,O,Perikanan Tangkap,Tootfish,Lainnya,Lainnya,Other Fish,Tootfish,Sub Tropis,Daging Lainnya,Other Meat,Daging lainnya toothfish (Dissostichus spp.) segar atau dingin/Fish meat of toothfish (Dissostichus spp.)
030456,K,O,Perikanan Tangkap,Dogfish Dan Hiu Lainnya,Lainnya,Lainnya,Other Fish,Dogfish And Other Sharks,Tropis,Daging Lainnya,Other Meat,"Daging dogfish dan hiu lainnya, segar atau dingin"
030459,K,O,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Tropis,Daging Lainnya,Other Meat,"Daging ikan lainnya segar atau dingin/Other fish meat, fresh or chilled"
030463,K,O,Perikanan Tangkap,Nile Perch,Lainnya,Lainnya,Other Fish,Nile Perch,Sub Tropis,Fillet,Fillets,"Fillet nile perch (Lates niloticus) beku/Nile perch fillets (Lates niloticus), frozen"
030472,K,O,Perikanan Tangkap,Haddock,Lainnya,Lainnya,Other Fish,Haddock,Sub Tropis,Fillet,Fillets,"Fillet Haddock (Melanogrammus aeglefinus) beku/Haddock fillets (Melanogrammus aeglefinus), frozen"
030473,K,O,Perikanan Tangkap,Coalfish,Lainnya,Lainnya,Other Fish,Coalfish,Sub Tropis,Fillet,Fillets,"Fillet Coalfish (Pollachius virens) beku/Coalfish fillets (Pollachius virens), frozen"
030474,K,O,Perikanan Tangkap,Hake,Lainnya,Lainnya,Other Fish,Hake,Sub Tropis,Fillet,Fillets,"Fillet Hake (Merluccius spp., Urophycis spp.) beku/Hake fillets (Merluccius spp., Urophycis spp.), frozen"
030479,K,O,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Tropis,Fillet,Fillets,"Fillet ikan lainnya (keluarga: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae dan Muraenolepididae) beku/Other fish fillets  (family: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae) frozen"
030483,K,O,Perikanan Tangkap,Ikan Pipih Lainnya,Lainnya,Lainnya,Other Fish,Other Flat Fish,Sub Tropis,Fillet,Fillets,"Fillet ikan pipih (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae dan Citharidae) beku/Flat fish fillets (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae dan Citharidae) frozen"
030485,K,O,Perikanan Tangkap,Tootfish,Lainnya,Lainnya,Other Fish,Tootfish,Sub Tropis,Fillet,Fillets,"Fillet toothfish (Dissostichus spp.) beku/Toothfish fillets (Dissostichus spp.), frozen"
030486,K,O,Perikanan Tangkap,Herring,Lainnya,Lainnya,Other Fish,Herring,Sub Tropis,Fillet,Fillets,"Fillet Herring (Clupea harengus, Clupea pallasii) beku/Herring fillets (Clupea harengus, Clupea pallasii), frozen"
030488,K,O,Perikanan Tangkap,Dogfish Dan Hiu Lainnya,Lainnya,Lainnya,Other Fish,Dogfish And Other Sharks,Tropis,Fillet,Fillets,"Fillet dogfish, hiu lainnya, pari dan skates (Rajidae), beku"
030489,K,O,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Tropis,Fillet,Fillets,"Fillet ikan lainnya beku/Other fish fillets, frozen"
030492,K,O,Perikanan Tangkap,Tootfish,Lainnya,Lainnya,Other Fish,Tootfish,Sub Tropis,Daging Lainnya,Other Meat,Daging lainnya toothfish (Dissostichus spp.) beku/Other meat of toothfish (Dissostichus spp.) frozen
030495,K,O,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Tropis,Daging Lainnya,Other Meat,"Daging ikan dari keluarga: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae dan Muraenolepididae beku/Meat of fish of families: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, frozen"
030496,K,O,Perikanan Tangkap,Dogfish Dan Hiu Lainnya,Lainnya,Lainnya,Other Fish,Dogfish And Other Sharks,Tropis,Daging Lainnya,Other Meat,"Daging dogfish dan hiu lainnya, beku"
030532,K,O,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Tropis,Fillet,Fillets,"Fillet ikan dari keluarga: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae dan Muraenolepididae, dikeringkan, digarami atau dalam air garam, tetapi tidak diasapi/Fish fillets of families: Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, dried, salted or in brine, but not smoked"
030542,K,O,Perikanan Tangkap,Herring,Lainnya,Lainnya,Other Fish,Herring,Sub Tropis,Diasapi,Smoked,"Herring (Clupea harengus, Clupea pallasii) diasapi, termasuk fillet/Herring (Clupea harengus, Clupea pallasii) smoked, incl..fillets"
030549,K,O,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Tropis,Diasapi,Smoked,"Ikan lainnya diasapi, termasuk fillet, selain bagian ikan lainnya yang dapat dimakan/Other fish, smoked, incl.fillets, other than edible fish offal"
030553,K,O,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Sub Tropis,Dikeringkan,Dried,"Ikan dari keluarga Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae dan Muraenolepididae, selain cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), dikeringkan, digarami atau tidak digarami tetapi tidak diasapi"
030554,K,O,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Sub Tropis,Dikeringkan,Dried,"Herrings (Clupea harengus, Clupea pallasii), teri (Engraulis spp.), sarden (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling atau sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), makarel Indian (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack dan horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), bawal putih (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), todak (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlin, ikan layar, spearfish (Istiophoridae), dikeringkan, digarami atau tidak digarami tetapi tidak diasapi"
030559,K,O,Perikanan Tangkap,Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish,Tropis,Dikeringkan,Dried,"Teri (Stolephorus spp., Coilia spp., Setipinna spp., Lycothrissa spp. and Thryssa spp., Encrasicholina spp.), digarami maupun tidak tetapi tidak diasap"
030561,K,O,Perikanan Tangkap,Herring,Lainnya,Lainnya,Other Fish,Herring,Sub Tropis,Diasinkan,Salted,"Herring (Clupea harengus, Clupea pallasii) diasinkan/Herring (Clupea harengus, Clupea pallasii), salted"
030571,K,O,Perikanan Tangkap,Sirip Hiu,Lainnya,Lainnya,Other Fish,Shark Fin,Tropis,Bagian Ikan Yang Dapat Dimakan,Edible Fish Offal,Sirip hiu/Shark fins
030782,K,N,Perikanan Tangkap,Stromboid Conchs,Lainnya,Lainnya,Other Fish,Stromboid Conchs,Tropis,Hidup,Live,"Stromboid conchs (Strombus spp.), hidup"
030784,K,N,Perikanan Tangkap,Stromboid Conchs,Lainnya,Lainnya,Other Fish,Stromboid Conchs,Tropis,Beku,Frozen,"Stromboid conchs (Strombus spp.), beku"
030788,K,O,Perikanan Tangkap,Stromboid Conchs,Lainnya,Lainnya,Other Fish,Stromboid Conchs,Tropis,Dikeringkan,Dried,"Stromboid conchs (Strombus spp.).) dikeringkan, diasinkan atau dalam air garam"
030791,K,N,Perikanan Tangkap,Moluska Lainnya,Lainnya,Lainnya,Other Fish,Other Molluscs,Tropis,Hidup,Live,"Moluska lainnya, hidup"
030792,K,N,Perikanan Tangkap,Moluska Lainnya,Lainnya,Lainnya,Other Fish,Other Molluscs,Tropis,Beku,Frozen,"Moluska lainnya, beku"
030799,K,O,Perikanan Tangkap,Moluska Lainnya,Lainnya,Lainnya,Other Fish,Other Molluscs,Tropis,Dikeringkan,Dried,"Moluska lainnya, dikeringkan, diasinkan atau dalam air garam"
030890,K,N,Perikanan Tangkap,Invertebrata Air Lainnya,Lainnya,Lainnya,Other Fish,Other Aquatic Invertebrates,Tropis,Hidup,Live,"Invertebrata air lainnya, selain krustasea dan moluska, hidup/Other aquatic invertebrates other than crustaceans and molluscs, live"
160300,K,O,Perikanan Tangkap,Olahan Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Prepared Fish,Tropis,Ekstrak Dan Sari Ikan,Extracts And Juices Of Fish,"Ekstrak dan jus daging, ikan atau krustasea, moluska atau invertebrata air lainnya"
160412,K,O,Perikanan Tangkap,Herring,Lainnya,Lainnya,Other Fish,Herring,Sub Tropis,Dalam Kemasan Kedap Udara,Prepared Or Preserved,"Herring, utuh atau dalam potongan, tetapi tidak dicincang, diolah atau diawetkan, dalam kemasan kedap udara untuk penjualan eceran"
160418,K,O,Perikanan Tangkap,Sirip Hiu,Lainnya,Lainnya,Other Fish,Shark Fin,Tropis,Diolah-Diawetkan,Prepared Or Preserved,"Sirip hiu, utuh atau dalam potongan, tetapi tidak dicincang, diolah atau diawetkan, siap untuk dikonsumsi langsung"
160420,K,O,Perikanan Tangkap,Olahan Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Prepared Fish,Tropis,Sosis Ikan,Fish Sausage,Sosis Ikan
160529,K,O,Perikanan Tangkap,Olahan Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Prepared Fish,Tropis,Pasta Ikan,Fish Paste,"NA"
160559,K,O,Perikanan Tangkap,Moluska Lainnya,Lainnya,Lainnya,Other Fish,Other Molluscs,Tropis,Diolah-Diawetkan,Prepared Or Preserved,"Moluska lainnya diolah atau diawetkan/Other molluscs, prepared or perserved"
160569,K,O,Perikanan Tangkap,Invertebrata Air Lainnya,Lainnya,Lainnya,Other Fish,Other Aquatic Invertebrates,Tropis,Diolah-Diawetkan,Prepared Or Preserved,"Invertebrata air lainnya diolah atau diawetkan/Other aquatic invertebrates, prepared or preserved"
190220,K,O,Perikanan Tangkap,Olahan Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Prepared Fish,Tropis,Pasta Ikan,Fish Paste,"Pasta diisi dengan ikan, siput atau moluska/Stuffed pasta with fish, crustaceans or molluscs"
210390,K,O,Perikanan Tangkap,Olahan Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Prepared Fish,Tropis,Saus Ikan,Fish Sauce,Saus ikan/Fish sauce
106120,N,N,Perikanan Tangkap,Mamalia Laut,Lainnya,Lainnya,Other Fish,Sea Mammals,Tropis,Hidup,Live,"Paus, lumba-lumba dan porpoise (binatang menyusui dari ordo Cetacea); manate dan dugong (binatang menyusui dari ordo Sirenia); anjing laut, singa laut dan beruang laut (mamalia dari sub ordo Pinnipedia)/Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
106200,N,N,Perikanan Tangkap,Binatang Melata,Lainnya,Lainnya,Other Fish,Reptiles,Tropis,Hidup,Live,Binatang melata hidup (termasuk ular dan penyu)/Live reptiles (including snakes and turtles)
507902,N,O,Perikanan Tangkap,Bagian Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish Offal,Tropis,Bagian Ikan Yang Tidak Dapat Dimakan,Non Edible Fish Offal,Tempurung kura-kura/Tortoise-shell
508001,N,O,Perikanan Tangkap,Koral Dan Barang Serupa Itu,Lainnya,Lainnya,Other Fish,Coral And Similar Material,Tropis,Koral Dan Barang Serupa Itu,Coral And Similar Material,"NA"
508002,N,O,Perikanan Tangkap,Bagian Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish Offal,Tropis,Bagian Ikan Yang Tidak Dapat Dimakan,Non Edible Fish Offal,"Cangkang moluska, krustasea atau binatang berkulit lunak/Shells of molluscs, crustaceans or echinoderms"
508009,N,O,Perikanan Tangkap,Bagian Ikan Lainnya,Lainnya,Lainnya,Other Fish,Other Fish Offal,Tropis,Bagian Ikan Yang Tidak Dapat Dimakan,Non Edible Fish Offal,"tulang sotong, tidak dikerjakan atau dikerjakan secara sederhana tetapi tidak dipotong menjadi berbentuk, bubuk dan sisa dari produk tersebut/Cuttle-bone, unworked or simply prepared not cut to shape, powder and waste thereof."
