HS Code 6,Konsumsi-Non Konsumsi,Olahan-Non Olahan,Asal Bahan Baku,Komoditas,Komoditas 1,Komoditas 2,Group_Commodities,Commodities,Sebaran Habitat,Bentuk,Form,Uraian 2017
030781,K,N,Perikanan Tangkap,Abalon,Kerang-kerangan,Lainnya,Other Fish,Abalone,Tropis,Hidup,Live,"Abalon (Haliotis spp.) hidup/Abalone (Haliotis spp), live"
030783,K,N,Perikanan Tangkap,Abalon,Kerang-kerangan,Lainnya,Other Fish,Abalone,Tropis,Beku,Frozen,"Abalon (Haliotis spp.) beku/Abalone (Haliotis spp), frozen"
030787,K,O,Perikanan Tangkap,Abalon,Kerang-kerangan,Lainnya,Other Fish,Abalone,Tropis,Dikeringkan,Dried,"Abalon (Haliotis spp.) dikeringkan, diasinkan atau dalam air garam/Abalone (Haliotis spp.), dried, salted or in brine"
030811,K,N,Perikanan Tangkap,Teripang,Teripang,Lainnya,Other Fish,Sea Cucumbers,Tropis,Hidup,Live,"Teripang (Stichopus japonicus, Holothurioidea) hidup/Sea cucumbers (Stichopus japonicus, Holothurloldea), live"
030812,K,N,Perikanan Tangkap,Teripang,Teripang,Lainnya,Other Fish,Sea Cucumbers,Tropis,Beku,Frozen,"Teripang (Stichopus japonicus, Holothurioidea) beku/Sea cucumbers (Stichopus japonicus, Holothurloldea), frozen"
030819,K,O,Perikanan Tangkap,Teripang,Teripang,Lainnya,Other Fish,Sea Cucumbers,Tropis,Dikeringkan,Dried,"Teripang (Stichopus japonicus, Holothurioidea) dikeringkan, diasinkan atau dalam air garam/Sea cucumbers (Stichopus japonicus, Holothurloldea), dried, salted or in brined"
030821,K,N,Perikanan Tangkap,Bulu Babi,Bulu Babi,Lainnya,Other Fish,Sea Urchins,Tropis,Hidup,Live,"Bulu babi (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus) hidup/Sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus) live"
030822,K,N,Perikanan Tangkap,Bulu Babi,Bulu Babi,Lainnya,Other Fish,Sea Urchins,Tropis,Beku,Frozen,"Bulu babi (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus) beku/Sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), frozen"
030829,K,O,Perikanan Tangkap,Bulu Babi,Bulu Babi,Lainnya,Other Fish,Sea Urchins,Tropis,Dikeringkan,Dried,"Bulu babi (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus) dikeringkan, diasinkan atau dalam air garam/Sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), dried, salted or in brine"
030830,K,N,Perikanan Tangkap,Ubur-Ubur,Ubur-Ubur,Lainnya,Other Fish,Jellyfish,Tropis,Hidup,Live,"Ubur-ubur (Rhopilema spp.), hidup/Jellyfish (Rhopilema spp.), live"
511910,K,O,Perikanan Tangkap,Hati-Telur Ikan,Hati-Telur Ikan,Lainnya,Other Fish,Livers And Roes Of Fish,Tropis,Lainnya,Others,"NA"
160411,K,O,Perikanan Tangkap,Salmon,Salmon,Lainnya,Other Fish,Salmon,Sub Tropis,Dalam Kemasan Kedap Udara,Prepared Or Preserved,"Salmon, utuh atau dalam potongan, tetapi tidak dicincang, diolah atau diawetkan, dalam kemasan kedap udara untuk penjualan eceran"
160416,K,O,Perikanan Tangkap,Teri,Teri,Lainnya,Other Fish,Anchovies,Tropis,Dalam Kemasan Kedap Udara,Prepared Or Preserved,"Teri (Engraulis spp.) utuh atau dalam potongan tetapi tidak dicincang, diolah atau diawetkan, dalam kemasan kedap udara untuk penjualan eceran"
160431,K,O,Perikanan Tangkap,Hati-Telur Ikan,Hati-Telur Ikan,Lainnya,Other Fish,Livers And Roes Of Fish,Sub Tropis,Kaviar,Caviar,Kaviar/Caviar
160432,K,O,Perikanan Tangkap,Hati-Telur Ikan,Hati-Telur Ikan,Lainnya,Other Fish,Livers And Roes Of Fish,Tropis,Pengganti Kaviar,Caviar Substitute,Pengganti kaviar
160551,K,O,Perikanan Tangkap,Tiram,Kerang-kerangan,Lainnya,Other Fish,Oysters,Tropis,Diolah-Diawetkan,Prepared Or Preserved,"Tiram (Oysters) diolah atau diawetkan/Oysters, prepared or preserved"
160552,K,O,Perikanan Tangkap,Kerang,Kerang-kerangan,Lainnya,Other Fish,Scallops,Tropis,Diolah-Diawetkan,Prepared Or Preserved,"Kerang kipas (Scallops), termasuk kerang ratu, dari genera Pecten, Chlamys atau Placopecten, diolah atau diawetkan/Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten, prepared or preserved"
160553,K,O,Perikanan Tangkap,Remis,Kerang-kerangan,Lainnya,Other Fish,Mussels,Tropis,Diolah-Diawetkan,Prepared Or Preserved,"Remis (Mussels) (Mytillus spp., Perna spp.) diolah atau diawetkan/Mussels (Mytillus spp., Perna spp.), prerpared or preserved"
160556,K,O,Perikanan Tangkap,"Kerang, Tiram, Arkshells",Kerang-kerangan,Lainnya,Other Fish,"Clams, Cockles, Ark Shells",Tropis,Diolah-Diawetkan,Prepared Or Preserved,"Kerang (clams), tiram (cockles), dan arkshell) dari famili: Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), hidup/Clams, cockles, and ark shells (families: Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), live"
160557,K,O,Perikanan Tangkap,Abalon,Kerang-kerangan,Lainnya,Other Fish,Abalone,Tropis,Dalam Kemasan Kedap Udara,Prepared Or Preserved,"Abalon (Haliotis spp.) diolah atau diawetkan, dalam kemasan kedap udara untuk penjualan eceran"
160561,K,O,Perikanan Tangkap,Teripang,Teripang,Lainnya,Other Fish,Sea Cucumbers,Tropis,Diolah-Diawetkan,Prepared Or Preserved,"Teripang (Stichopus japonicus, Holothurioidea) diolah atau diawetkan/Sea cucumbers, prepared or preserved"
160562,K,O,Perikanan Tangkap,Bulu Babi,Bulu Babi,Lainnya,Other Fish,Sea Urchins,Tropis,Diolah-Diawetkan,Prepared Or Preserved,"Bulu babi (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus) diolah atau diawetkan/Sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), prepared or preserved"
160563,K,O,Perikanan Tangkap,Ubur-Ubur,Ubur-Ubur,Lainnya,Other Fish,Jellyfish,Tropis,Diolah-Diawetkan,Prepared Or Preserved,"Ubur-ubur (Rhopilema spp.) diolah atau diawetkan/Jellyfish (Rhopilema spp.), prepared or preserved"
030247,K,N,Perikanan Tangkap,Todak,Todak,Todak,Other Fish,Swordfish,Tropis,Segar Atau Dingin,Fresh Or Chilled,Todak (Xiphias gladius) segar atau dingin/Swordfish (Xiphias gladius) fresh or chilled
030357,K,N,Perikanan Tangkap,Todak,Todak,Todak,Other Fish,Swordfish,Tropis,Beku,Frozen,Todak (Xiphias gladius) beku/Swordfih (Xiphias gladius) frozen
030359,K,N,Perikanan Tangkap,Bawal,Bawal,Bawal,Other Fish,Pomfrets,Tropis,Beku,Frozen,"Bawal putih (Pampus spp.), beku"
030445,K,O,Perikanan Tangkap,Todak,Todak,Todak,Other Fish,Swordfish,Tropis,Fillet,Fillets,Fillet todak (Xiphias gladius) segar atau dingin/Swordfish fillets (Xiphias gladius) fresh or chilled
030454,K,O,Perikanan Tangkap,Todak,Todak,Todak,Other Fish,Swordfish,Tropis,Daging Lainnya,Other Meat,Daging Todak (Xiphias gladius) segar atau dingin/Swordfish meat (Xiphias gladius) fresh or chilled
030484,K,O,Perikanan Tangkap,Todak,Todak,Todak,Other Fish,Swordfish,Tropis,Fillet,Fillets,Fillet todak (Xiphias gladius) beku/Swordfish fillets (Xiphias gladius) frozen
030491,K,O,Perikanan Tangkap,Todak,Todak,Todak,Other Fish,Swordfish,Tropis,Daging Lainnya,Other Meat,Daging todak (Xiphias gladius) beku/Swordfish meat (Xiphias gladius) frozen
030212,NA,NA,NA,NA,NA,NA,Other Fish,Salmon,NA,NA,Fresh Or Chilled,"Fresh or chilled Pacific salmon Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, ..."
030240,NA,NA,NA,NA,NA,NA,Other Fish,Herring,NA,NA,Fresh Or Chilled,"Fresh or chilled herrings (Clupea harengus, clupea pallasii)"
030250,NA,NA,NA,NA,NA,NA,Other Fish,Cod,NA,NA,Fresh Or Chilled,"Fresh or chilled cod (gadus morhua, gadus ogac, gadus macrocephalus)"
030262,NA,NA,NA,NA,NA,NA,Other Fish,Haddock,NA,NA,Fresh Or Chilled,Fresh or chilled haddock (Melanogrammus aeglefinus)
030263,NA,NA,NA,NA,NA,NA,Other Fish,Coalfish,NA,NA,Fresh Or Chilled,Fresh or chilled coalfish (Pollachius virens)
030265,NA,NA,NA,NA,NA,NA,Other Fish,Dogfish And Other Sharks,NA,NA,Fresh Or Chilled,Fresh or chilled dogfish and other sharks
030267,NA,NA,NA,NA,NA,NA,Other Fish,Swordfish,NA,NA,Fresh Or Chilled,Fresh or chilled swordfish (Xiphias gladius)
030268,NA,NA,NA,NA,NA,NA,Other Fish,Tootfish,NA,NA,Fresh Or Chilled,Fresh or chilled toothfish (Dissostichus spp.)
030269,NA,NA,NA,NA,NA,NA,Other Fish,Salmon,NA,NA,Fresh Or Chilled,"Fresh or chilled freshwater and saltwater fish (excluding salmonidae, flat fish, tunas, skipjack ..."
030270,NA,NA,NA,NA,NA,NA,Other Fish,Livers And Roes Of Fish,NA,NA,Fresh Or Chilled,Fresh or chilled fish livers and roes
030290,NA,NA,NA,NA,NA,NA,Other Fish,Livers And Roes Of Fish,NA,NA,Fresh Or Chilled,Fresh or chilled fish livers and roes
030310,NA,NA,NA,NA,NA,NA,Other Fish,Salmon,NA,NA,Frozen,"Frozen Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ..."
030321,NA,NA,NA,NA,NA,NA,Other Fish,Trout,NA,NA,Frozen,"Frozen trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ..."
030322,NA,NA,NA,NA,NA,NA,Other Fish,Salmon,NA,NA,Frozen,Frozen Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)
030350,NA,NA,NA,NA,NA,NA,Other Fish,Herring,NA,NA,Frozen,"Frozen herrings ""Clupea harengus, Clupea pallasii"""
030352,NA,NA,NA,NA,NA,NA,Other Fish,Cod,NA,NA,Fresh Or Chilled,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030360,NA,NA,NA,NA,NA,NA,Other Fish,Cod,NA,NA,Frozen,"Frozen cod ""Gadus morhua, Gadus ogac and Gadus macrocephalus"""
030361,NA,NA,NA,NA,NA,NA,Other Fish,Swordfish,NA,NA,Frozen,Frozen swordfish (Xiphias gladius)
030362,NA,NA,NA,NA,NA,NA,Other Fish,Tootfish,NA,NA,Frozen,Frozen toothfish (Dissostichus spp.)
030372,NA,NA,NA,NA,NA,NA,Other Fish,Haddock,NA,NA,Frozen,Frozen haddock (Melanogrammus aeglefinus)
030373,NA,NA,NA,NA,NA,NA,Other Fish,Coalfish,NA,NA,Frozen,Frozen coalfish (Pollachius virens)
030375,NA,NA,NA,NA,NA,NA,Other Fish,Dogfish And Other Sharks,NA,NA,Frozen,Frozen dogfish and other sharks
030377,NA,NA,NA,NA,NA,NA,Other Fish,Seabass,NA,NA,Frozen,"Frozen sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)"
030378,NA,NA,NA,NA,NA,NA,Other Fish,Hake,NA,NA,Frozen,"Frozen hake (Merluccius spp., Urophycis spp.)"
030379,NA,NA,NA,NA,NA,NA,Other Fish,Other Fish,NA,NA,Frozen,"Frozen freshwater and saltwater fish (excluding salmonidae, flat fish, tunas, skipjack or stripe-bellied ..."
030380,NA,NA,NA,NA,NA,NA,Other Fish,Livers And Roes Of Fish,NA,NA,Frozen,Frozen fish livers and roes
030410,NA,NA,NA,NA,NA,NA,Other Fish,Other Fish,NA,NA,Fresh Or Chilled,"Fresh or chilled fillets and other fish meat, whether or not minced"
030411,NA,NA,NA,NA,NA,NA,Other Fish,Swordfish,NA,NA,Fresh Or Chilled,"Fresh or chilled fillets and other meat whether or not minced"" of swordfish ""Xiphias gladius"""
030412,NA,NA,NA,NA,NA,NA,Other Fish,Tootfish,NA,NA,Fresh Or Chilled,"Fresh or chilled fillets and other meat whether or not minced"" of toothfish ""Dissostichus ..."
030419,NA,NA,NA,NA,NA,NA,Other Fish,Swordfish,NA,NA,Fresh Or Chilled,"Fresh or chilled fillets and other fish meat whether or not minced"" (excluding swordfish and ..."
030420,NA,NA,NA,NA,NA,NA,Other Fish,Other Fish,NA,NA,Frozen,Frozen fish fillets
030421,NA,NA,NA,NA,NA,NA,Other Fish,Swordfish,NA,NA,Frozen,Frozen fillets of swordfish (Xiphias gladius)
030422,NA,NA,NA,NA,NA,NA,Other Fish,Tootfish,NA,NA,Frozen,Frozen fillets of toothfish (Dissostichus spp.)
030429,NA,NA,NA,NA,NA,NA,Other Fish,Other Fish,NA,NA,Frozen,Frozen fish fillets (excluding swordfish and toothfish)
030490,NA,NA,NA,NA,NA,NA,Other Fish,Other Fish,NA,NA,Frozen,"Frozen fish meat, whether or not minced (excluding fillets)"
030530,NA,NA,NA,NA,NA,NA,Other Fish,Other Fish,NA,NA,Dried,"Fish fillets, dried, salted or in brine, not smoked"
030710,NA,NA,NA,NA,NA,NA,Other Fish,Oysters,NA,NA,Live,"Oysters, live, fresh, chilled, frozen, dried, salted or in brine"
030789,NA,NA,NA,NA,NA,NA,Other Fish,Abalone,NA,NA,"Salted Or In Brine, Dried, Smoked","Smoked, frozen, dried, salted or in brine, abalone ""Haliotis spp."", even in shell"
160430,NA,NA,NA,NA,NA,NA,Other Fish,Livers And Roes Of Fish,NA,NA,Caviar,Caviar and caviar substitutes prepared from fish eggs
160590,NA,NA,NA,NA,NA,NA,Other Fish,Other Prepared Fish,NA,NA,Prepared Or Preserved,"Molluscs and aquatic invertebrates, prepared or preserved"
030111,N,N,Perikanan Budidaya,Ikan Hias,Ikan Hias,Ikan Hias,Other Fish,Ornamental Fish,Tropis,Ikan Hias Air Tawar,Freshwater Ornamental Fish,Benih ikan Botia (Chromobotia macracanthus)
030119,N,N,Perikanan Budidaya,Ikan Hias,Ikan Hias,Ikan Hias,Other Fish,Ornamental Fish,Tropis,Ikan Hias Air Laut,Marine Ornamental Fish,"Benih ikan hias lainnya, selain air tawar"
121229,N,N,Perikanan Budidaya,Rumput Laut,Rumput Laut,Rumput Laut,Seaweeds,Seaweeds,Tropis,Tidak Layak Untuk Konsumsi Manusia,Unfit For Human Consumption,"Rumput laut dan alga lainnya, segar, didinginkan atau dikeringkan, dari jenis yang digunakan dalam farmasi/Seaweeds and other algae, fresh, chilled/dried of a kind used in pharmacy"
710110,N,O,Perikanan Tangkap,Mutiara,Mutiara,Mutiara,Pearls,Pearls,Tropis,Alam,Natural,Mutiara alam/Natural pearls
710121,N,O,Perikanan Budidaya,Mutiara,Mutiara,Mutiara,Pearls,Pearls,Tropis,Budidaya Air Tawar,Cultured In Freshwater,"Mutiara budidaya, tidak dikerjakan/Cultured pearls, unworked"
710122,N,O,Perikanan Budidaya,Mutiara,Mutiara,Mutiara,Pearls,Pearls,Tropis,Budidaya Air Tawar,Cultured In Freshwater,"Mutiara budidaya, dikerjakan/Cultured pearls, worked"
711610,N,O,Perikanan Budidaya,Mutiara,Mutiara,Mutiara,Pearls,Pearls,Tropis,Lainnya,Others,Barang dari mutiara alam atau budidaya/Articles of natural/cultured pearls
030110,NA,NA,NA,NA,NA,NA,Other Fish,Ornamental Fish,NA,NA,Live,Live ornamental fish
030261,NA,NA,NA,NA,NA,NA,Other Fish,Sardines,NA,NA,Fresh Or Chilled,"Fresh or chilled sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), ..."
030264,NA,NA,NA,NA,NA,NA,Other Fish,Mackerel,NA,NA,Fresh Or Chilled,"Fresh or chilled mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
030266,NA,NA,NA,NA,NA,NA,Other Fish,Eels,NA,NA,Fresh Or Chilled,Fresh or chilled eels (Anguilla spp.)
030371,NA,NA,NA,NA,NA,NA,Other Fish,Sardines,NA,NA,Frozen,"Frozen sardines Sardina pilchardus, Sardinops spp."", sardinella ""Sardinella spp."" and brisling ..."
030374,NA,NA,NA,NA,NA,NA,Other Fish,Mackerel,NA,NA,Frozen,"Frozen mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
030376,NA,NA,NA,NA,NA,NA,Other Fish,Eels,NA,NA,Frozen,Frozen eels (Anguilla spp.)
030613,NA,NA,NA,NA,NA,NA,Shrimp,Shrimps,NA,NA,Frozen,"Frozen shrimps and prawns, whether in shell or not, incl. shrimps and prawns in shell, cooked ..."
030621,NA,NA,NA,NA,NA,NA,Other Fish,Lobsters,NA,NA,Smoked,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", even smoked, ..."
030622,NA,NA,NA,NA,NA,NA,Other Fish,Lobsters,NA,NA,Smoked,"Lobsters ""Homarus spp."", even smoked, whether in shell or not, live, fresh, chilled, dried, ..."
030623,NA,NA,NA,NA,NA,NA,Shrimp,Shrimps,NA,NA,Prepared Or Preserved,"Shrimps and prawns, whether in shell or not, live, dried, salted or in brine, incl. shrimps ..."
030625,NA,NA,NA,NA,NA,NA,Other Fish,Lobsters,NA,NA,Smoked,"Norway lobsters ""Nephrops norvegicus"", even smoked, whether in shell or not, live, fresh, chilled, ..."
030629,NA,NA,NA,NA,NA,NA,Shrimp,Shrimps,NA,NA,Smoked,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ..."
030741,NA,NA,NA,NA,NA,NA,Mollusk,"Cuttle Fish, Squid, Octopus",NA,NA,Fresh Or Chilled,"Live, fresh or chilled, not smoked, cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola ..."
160520,NA,NA,NA,NA,NA,NA,Shrimp,Shrimps,NA,NA,Prepared Or Preserved,"Shrimps and prawns, prepared or preserved"
030614,K,N,Perikanan Tangkap,Rajungan-Kepiting,Rajungan-Kepiting,Rajungan-Kepiting,Crabs,Crabs Or Swimming Crabs,Tropis,Beku,Frozen,"Kepiting cangkang lunak beku/Soft shell crabs, frozen"
030192,K,N,Perikanan Budidaya,Sidat,Sidat,Sidat,Other Fish,Eels,Tropis,Hidup,Live,Sidat (Anguilla spp.) hidup/Live eels (Anguilla spp.)
030194,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Hidup,Live,"Tuna sirip biru Atlantik (Thunnus thynnus) dan Fasifik (Thunnus orientalis), hidup"
030195,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Hidup,Live,"Tuna sirip biru selatan (Thunnus maccoyii), hidup/Southern bluefin tunas (Thunnus maccoyii), live"
030231,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Albacore atau tuna sirip panjang (Thunnus alalunga) segar atau dingin/Albacore or longfinned tunas (Thunnus alalunga), fresh or chilled"
030232,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Tuna sirip kuning (Thunnus albacares), segar atau dingin/Yellowfin tunas (Thunnus albacares), fresh or chilled"
030233,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Cakalang atau stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), segar atau dingin/Skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), fresh or chilled"
030234,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Tuna mata besar (Thunnus obesus) segar atau dingin/Bigeye tunas (Thunnus obesus), fresh or chilled"
030235,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Tuna sirip biru Atlantik dan Pasifik (Thunnus thynnus, Thunnus orientalis), segar atau dingin"
030236,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Tuna sirip biru selatan (Thunnus maccoyii), segar atau dingin/Southern bluefin tunas(Thunnus maccoyii), fresh or chilled"
030239,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Tuna lainnya, segar atau dingin/Other tunas, fresh or chilled"
030243,K,N,Perikanan Tangkap,Sarden,Sarden,Sarden,Other Fish,Sardines,Tropis,Segar Atau Dingin,Fresh Or Chilled,"Sarden (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling atau sprats (Sprattus sprattus) segar atau dingin/Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus) fresh or chilled"
030244,K,N,Perikanan Tangkap,Makarel,Makarel,Makarel,Other Fish,Mackerel,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Makarel (Scomber scombrus, Scomber australasicus, Scomber japonicus) segar atau dingin/Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), fresh or chilled"
030245,K,N,Perikanan Tangkap,Makarel,Makarel,Makarel,Other Fish,Mackerel,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Makarel jack dan makarel kuda (Trachurus spp.) segar atau dingin/Jack and horse mackerel (Trachurus spp.), fresh or chilled"
030271,K,N,Perikanan Budidaya,Tilapia,Tilapia,Tilapia,Tilapias,Tilapias,Tropis,Segar Atau Dingin,Fresh Or Chilled,"Tilapia (Oreochromis niloticus) segar atau dingin/Tilapias (Oreocromis niloticusd), fresh or chilled"
030274,K,N,Perikanan Budidaya,Sidat,Sidat,Sidat,Other Fish,Eels,Tropis,Segar Atau Dingin,Fresh Or Chilled,Sidat (Anguilla spp.) segar atau dingin/Eels (Anguilla spp.) fresh or chilled
030323,K,N,Perikanan Budidaya,Tilapia,Tilapia,Tilapia,Tilapias,Tilapias,Tropis,Beku,Frozen,"Tilapia (Oreochromis niloticus) beku/Tilapias (Oreochromis niloticus), frozen"
030326,K,N,Perikanan Budidaya,Sidat,Sidat,Sidat,Other Fish,Eels,Tropis,Beku,Frozen,Sidat (Anguilla spp.) beku/Eels (Anguilla spp.) frozen
030341,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Albacore atau tuna sirip panjang (Thunnus alalunga) beku/Albacore or longfinned tunas ((Thunnus alalunga), frozen"
030342,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Tuna sirip kuning (Thunnus albacares), beku/Yellowfin tunas (Thunnus albacares), frozen"
030343,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Cakalang atau stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), beku/Skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), frozen"
030344,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Tuna mata besar (Thunnus obesus) beku/Bigeye tunas (Thunnus obesus), frozen"
030345,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Tuna sirip biru Atlantik (Thunnus thynnus), beku/Atlantic bluefin tunas (Thunnus thynnus), frozen"
030346,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Tuna sirip biru selatan (Thunnus maccoyii), beku/Southern bluefin tunas(Thunnus maccoyii), frozen"
030349,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Tuna lainnya, beku/Other tunas, frozen"
030353,K,N,Perikanan Tangkap,Sarden,Sarden,Sarden,Other Fish,Sardines,Tropis,Beku,Frozen,"Sarden (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling atau sprats (Sprattus sprattus), beku/Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), frozen"
030354,K,N,Perikanan Tangkap,Makarel,Makarel,Makarel,Other Fish,Mackerel,Sub Tropis,Beku,Frozen,"Makarel (Scomber scombrus, Scomber australasicus) beku/Mackerel (Scomber scombrus, Scomber australasicus) frozen"
030355,K,N,Perikanan Tangkap,Makarel,Makarel,Makarel,Other Fish,Mackerel,Sub Tropis,Beku,Frozen,Makarel jack dan makarel kuda (Trachurus spp.) beku/Jack and horse mackarel (Trachurus spp.) frozen
030431,K,O,Perikanan Budidaya,Tilapia,Tilapia,Tilapia,Tilapias,Tilapias,Tropis,Fillet,Fillets,"Fillet tilapia (Oreochromis spp.) segar atau dingin/Tilapias fillets (Oreochromis spp.), fresh or chilled"
030461,K,O,Perikanan Budidaya,Tilapia,Tilapia,Tilapia,Tilapias,Tilapias,Tropis,Fillet,Fillets,"Fillet Tilapia (Oreochromis spp.) beku/Tilapias fillets (Oreochromis spp.), frozen"
