Product code,Categories,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
030357,Fish,"Frozen swordfish ""Xiphias gladius""",0,0,0,0,0,0,0,0,0,0,0,0,315,1,150,89,853,168
030369,Fish,"Frozen fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...",0,0,0,0,0,0,0,0,0,0,0,1768,495,107,787,440,876,825
030382,Fish,"Frozen rays and skates ""Rajidae""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
030389,Fish,"Frozen fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,0,7707,5932,5038,5174,6445,8492,7475
030431,Fish,"Fresh or chilled fillets of tilapia ""Oreochromis spp.""",0,0,0,0,0,0,0,0,0,0,0,2730,6088,19433,815,0,0,0
030439,Fish,"Fresh or chilled fillets of carp ""Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, ...",0,0,0,0,0,0,0,0,0,0,0,7601,2235,5526,2757,2688,8290,3034
030442,Fish,"Fresh or chilled fillets of trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,176,389,0,1021,0
030445,Fish,"Fresh or chilled fillets of swordfish ""Xiphias gladius""",0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,580,162,0
030449,Fish,"Fresh or chilled fillets of fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,0,5114,3914,4647,2339,1051,6722,3857
030459,Fish,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,0,0,514,36,0,908,313,2271,586
030461,Fish,"Frozen fillets of tilapia ""Oreochromis spp.""",0,0,0,0,0,0,0,0,0,0,0,54643,52109,53599,69091,50859,40802,39781
030469,Fish,"Frozen fillets of carp ""Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",0,0,0,0,0,0,0,0,0,0,0,428,0,0,128,0,623,201
030484,Fish,"Frozen fillets of swordfish ""Xiphias gladius""",0,0,0,0,0,0,0,0,0,0,0,15,0,0,179,1280,1946,1297
030487,Fish,"Frozen fillets of tuna ""of the genus Thunnus"", skipjack or stripe-bellied bonito ""Euthynnus ...",0,0,0,0,0,0,0,0,0,0,0,26499,26509,58183,64119,68364,60840,140407
030489,Fish,"Frozen fish fillets, n.e.s.",0,0,0,0,0,0,0,0,0,0,0,38555,25808,12553,22626,22191,46757,33800
030531,Fish,"Fillets, dried, salted or in brine, but not smoked, of tilapia ""Oreochromis spp."", catfish ...",0,0,0,0,0,0,0,0,0,0,0,0,259,244,97,0,0,0
030616,Fish,"Frozen cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", even smoked, whether ...",0,0,0,0,0,0,0,0,0,0,0,8434,3352,3375,1423,4099,2250,0
030617,Fish,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",0,0,0,0,0,0,0,0,0,0,0,454455,665091,987390,721855,846575,978867,923787
030626,Fish,"Cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", even smoked, whether in shell ...",0,0,0,0,0,0,0,0,0,0,0,6,805,149,14,24,6,0
030627,Fish,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",0,0,0,0,0,0,0,0,0,0,0,582,398,79,57,17052,1145,0
030711,Fish,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,0,19,11,10,15,21,19,5
030811,Fish,"Live, fresh or chilled, sea cucumbers ""Stichopus japonicus, Holothurioidea""",0,0,0,0,0,0,0,0,0,0,0,1,6,4,1,0,0,0
030821,Fish,"Live, fresh or chilled, sea urchins ""Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0
030830,Fish,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish ""Rhopilema ...",0,0,0,0,0,0,0,0,0,0,0,1,7,7,9,21,22,16
030890,Fish,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,0,0,0,0,0,0,0,0,0,0,415,643,659,739,1030,3085,1674
160521,Fish,"Shrimps and prawns, prepared or preserved, not in airtight containers (excluding smoked)",0,0,0,0,0,0,0,0,0,0,0,122493,173559,222235,159799,174471,181090,201109
160529,Fish,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",0,0,0,0,0,0,0,0,0,0,0,9555,37799,51624,44244,29964,12245,44038
160554,Fish,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,0,1768,724,987,1347,3001,4071,4074
160556,Fish,"Clams, cockles and arkshells, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,0,3720,4216,2873,2822,3721,3236,3463
160558,Fish,"Snails, prepared or preserved (excluding smoked and sea snails)",0,0,0,0,0,0,0,0,0,0,0,397,2196,950,1087,2027,1478,1011
160561,Fish,"Sea cucumbers, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,117,103,0
160569,Fish,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,0,0,0,0,0,0,0,0,0,37,209,0,143,0,153,580
030222,Fish,"Fresh or chilled plaice ""Pleuronectes platessa""",0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030264,Fish,"Fresh or chilled mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030250,Fish,"Fresh or chilled cod (gadus morhua, gadus ogac, gadus macrocephalus)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030240,Fish,"Fresh or chilled herrings (Clupea harengus, clupea pallasii)",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030322,Fish,Frozen Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),19,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030332,Fish,"Frozen plaice ""Pleuronectes platessa""",34,106,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030361,Fish,Frozen swordfish (Xiphias gladius),0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
030411,Fish,"Fresh or chilled fillets and other meat whether or not minced"" of swordfish ""Xiphias gladius""",0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0
030422,Fish,Frozen fillets of toothfish (Dissostichus spp.),0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0
030491,Fish,"Frozen meat, whether or not minced, of swordfish ""Xiphias gladius"" (excluding fillets)",0,0,0,0,0,0,0,0,0,265,0,609,161,76,180,52,0,0
030234,Fish,"Fresh or chilled bigeye tunas ""Thunnus obesus""",0,0,0,0,0,0,0,0,0,387,508,42,258,762,2420,2892,844,357
030319,Fish,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,766,370,309,936,1666,409,96,0,0
030346,Fish,"Frozen Southern bluefin tunas ""Thunnus maccoyii""",0,0,0,0,0,0,0,0,0,0,70,134,881,0,0,0,8,0
030419,Fish,"Fresh or chilled fillets and other fish meat whether or not minced"" (excluding swordfish and ...",0,0,0,0,0,0,0,0,0,2224,2664,0,0,0,0,0,0,0
030421,Fish,Frozen fillets of swordfish (Xiphias gladius),0,0,0,0,0,0,0,0,0,4385,1395,0,0,0,0,0,0,0
030429,Fish,Frozen fish fillets (excluding swordfish and toothfish),0,0,0,0,0,0,0,0,0,120580,132065,0,0,0,0,0,0,0
030499,Fish,Frozen fish meat n.e.s. (excluding fillets),0,0,0,0,0,0,0,0,0,6819,5885,48180,30067,26266,23933,32717,41029,16271
160415,Fish,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,21,48,155,370,0,0,0,0
160419,Fish,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...",300,0,0,0,0,0,0,0,0,0,7,18,88,134,126,104,1285,834
030212,Fish,"Fresh or chilled Pacific salmon Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, ...",0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030233,Fish,Fresh or chilled skipjack or stripe-bellied bonito,15,99,0,48,0,0,0,0,0,2,146,0,0,0,0,0,0,0
030321,Fish,"Frozen trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...",0,325,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030376,Fish,Frozen eels (Anguilla spp.),0,54,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030622,Fish,"Lobsters ""Homarus spp."", even smoked, whether in shell or not, live, fresh, chilled, dried, ...",0,0,235,1,0,0,0,0,0,1,0,11,21,22,15,16,3,0
030262,Fish,Fresh or chilled haddock (Melanogrammus aeglefinus),0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
030380,Fish,Frozen fish livers and roes,0,0,75,2,0,0,0,0,147,0,308,0,0,0,0,0,0,0
030530,Fish,"Fish fillets, dried, salted or in brine, not smoked",0,0,0,0,0,0,0,0,137,190,188,0,0,0,0,0,0,0
160411,Fish,"Prepared or preserved salmon, whole or in pieces (excluding minced)",38,36,213,64,0,0,0,0,54,0,0,17,0,0,0,0,0,0
030350,Fish,"Frozen herrings ""Clupea harengus, Clupea pallasii""",0,0,0,0,0,0,104,0,6,0,0,0,0,0,0,0,0,0
030374,Fish,"Frozen mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",36,0,127,0,0,0,35,0,0,33,666,0,0,0,0,0,0,0
030520,Fish,"Fish livers and roes, dried, smoked, salted or in brine",327,44,0,0,0,0,3,0,73,55,83,450,2,85,0,0,25,60
030791,Fish,"Live, fresh or chilled molluscs, fit for human consumption, even in shell (excluding oysters, ...",0,472,2,1,0,0,3,0,0,6,38,75,74,66,33,72,129,27
030192,Fish,"Live eels ""Anguilla spp.""",40,31,395,18,0,0,0,78,0,2,0,0,1,0,0,0,0,0
030261,Fish,"Fresh or chilled sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), ...",3,0,0,0,0,0,125,84,39,22,0,0,0,0,0,0,0,0
030371,Fish,"Frozen sardines Sardina pilchardus, Sardinops spp."", sardinella ""Sardinella spp."" and brisling ...",0,45,40,102,0,0,91,61,133,163,194,0,0,0,0,0,0,0
030569,Fish,"Fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, ...",0,0,1,66,0,0,0,232,416,0,0,0,0,0,0,0,0,0
030611,Fish,"Frozen rock lobster and other sea crawfish ""Palinurus spp."", ""Panulirus spp."" and ""Jasus spp."", ...",105,290,872,1,0,0,712,10,41,0,0,0,0,0,13,106,300,0
030629,Fish,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",1671,2493,4254,1320,0,0,32,1113,548,0,30,6,1,0,2,1,0,0
160413,Fish,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",1,0,0,0,0,0,116,93,23,108,32,451,135,0,366,0,0,0
030231,Fish,"Fresh or chilled albacore or longfinned tunas ""Thunnus alalunga""",0,159,0,49,0,2,0,0,0,0,0,0,0,0,0,0,0,0
030266,Fish,Fresh or chilled eels (Anguilla spp.),0,0,0,0,0,30,0,4,0,0,133,0,0,0,0,0,0,0
030375,Fish,Frozen dogfish and other sharks,0,0,0,0,0,2389,2803,610,0,0,9,0,0,0,0,0,0,0
030510,Fish,"Flours, meals and pellets of fish, fit for human consumption",14,50,0,54,0,7,0,0,0,0,0,0,0,0,0,0,0,0
030549,Fish,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",0,0,0,0,0,55,51,55,0,22,0,0,0,13,103,175,296,405
030612,Fish,"Frozen lobsters ""Homarus spp."", even smoked, whether in shell or not, incl. lobsters in shell, ...",337,352,3,256,0,218,0,0,1,0,57,0,0,0,167,86,0,0
030710,Fish,"Oysters, live, fresh, chilled, frozen, dried, salted or in brine",0,3,10,404,0,75,0,2,6,53,44,0,0,0,0,0,0,0
030731,Fish,"Live, fresh or chilled, not smoked, mussels ""Mytilus spp., Perna spp."", with or without shell",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
030760,Fish,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",932,394,803,293,0,86,178,154,46,268,111,222,505,170,553,686,351,193
All Goods,All Goods,All Goods,7761328,7570470,7386381,8787070,9889196,11259140,11644194,13079935,10889079,14301877,16497617,14910183,15741133,16560077,16266949,16171119,17810362,18471418
030110,Fish,Live ornamental fish,2823,3220,2968,4296,3337,2576,2212,1980,1605,2211,2001,0,0,0,0,0,0,0
030191,Fish,"Live trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...",29,35,92,4,8,0,0,0,0,0,0,14,0,0,0,0,0,0
030193,Fish,"Live carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",3,310,0,5,1,0,0,0,0,4,2,1,0,0,0,0,0,0
030199,Fish,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",174,131,52,6,13,370,229,524,330,296,113,179,7,5,38,33,60,47
030211,Fish,"Fresh or chilled trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...",501,362,55,212,2,10,230,0,0,0,0,0,0,0,0,0,0,0
030219,Fish,"Fresh or chilled salmonidae (excluding trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",251,145,441,309,333,330,59,116,285,350,490,636,376,122,169,48,0,0
030221,Fish,"Fresh or chilled lesser or Greenland halibut ""Reinhardtius hippoglossoides, Atlantic halibut ...",0,20,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,27
030229,Fish,"Fresh or chilled flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...",539,17,128,606,984,147,17,438,811,856,1605,346,37,0,0,0,0,0
030232,Fish,"Fresh or chilled yellowfin tunas ""Thunnus albacares""",2148,1733,1512,1352,1813,2061,3256,2286,3492,3132,3112,3761,857,1173,464,1111,431,265
030239,Fish,"Fresh or chilled tunas of the genus ""Thunnus"" (excluding Thunnus alalunga, Thunnus albacares, ...",2481,3962,4319,4673,2906,3438,5464,5474,4493,2272,2484,1228,1467,865,1174,660,61,41
030269,Fish,"Fresh or chilled freshwater and saltwater fish (excluding salmonidae, flat fish, tunas, skipjack ...",93,81,185,79,184,231,893,1302,1048,183,125,0,0,0,0,0,0,0
030270,Fish,Fresh or chilled fish livers and roes,43,164,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
030310,Fish,"Frozen Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...",731,407,375,2337,4264,3076,589,245,203,0,0,0,0,0,0,0,0,0
030329,Fish,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",3025,17,72,145,132,1442,1995,6400,1108,1628,974,2217,815,289,328,0,8,0
030339,Fish,"Frozen flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"" ...",167,149,1013,4981,4462,663,370,1853,4421,10010,7602,7541,487,499,8,0,0,0
030341,Fish,"Frozen albacore or longfinned tunas ""Thunnus alalunga""",2655,2607,525,238,11,0,0,0,0,56,18,698,163,178,52,393,18,17
030342,Fish,"Frozen yellowfin tunas ""Thunnus albacares""",2611,1223,787,2443,5488,7308,14647,13839,10136,11241,13866,30617,24527,10220,6370,9199,6479,5197
030343,Fish,"Frozen skipjack or stripe-bellied bonito ""Euthynnus -Katsuwonus- pelamis""",0,0,0,74,173,290,598,570,31,177,726,2276,1071,286,0,36,104,13
030349,Fish,"Frozen tunas of the genus ""Thunnus"" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...",2095,1154,482,77,705,1955,3537,2969,6147,6224,4802,3015,3804,3910,1694,3812,118,94
030379,Fish,"Frozen freshwater and saltwater fish (excluding salmonidae, flat fish, tunas, skipjack or stripe-bellied ...",2575,6991,6922,7157,3236,5494,4822,7783,7315,9971,7440,0,0,0,0,0,0,0
030410,Fish,"Fresh or chilled fillets and other fish meat, whether or not minced",5638,5612,6903,3523,1864,1560,5025,3299,4376,0,0,0,0,0,0,0,0,0
030420,Fish,Frozen fish fillets,28035,45356,49369,50106,60755,50859,9875,6864,7767,0,0,0,0,0,0,0,0,0
030490,Fish,"Frozen fish meat, whether or not minced (excluding fillets)",651,289,2231,2612,5921,5860,70867,101268,106991,0,0,0,0,0,0,0,0,0
030559,Fish,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",9,277,2,49,279,118,128,32,257,360,167,179,85,0,1,2,0,4
030613,Fish,"Frozen shrimps and prawns, whether in shell or not, incl. shrimps and prawns in shell, cooked ...",134381,127306,141597,219530,242579,309308,290200,343595,266691,312944,462913,0,0,0,0,0,0,0
030614,Fish,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",8694,7367,7958,13087,18373,15661,35034,36234,27751,39190,35971,22436,12998,16921,6881,10040,13321,5540
030619,Fish,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",5623,5644,9974,4405,3174,730,33518,32966,5684,111,162,462,8913,28086,21578,30956,7414,0
030621,Fish,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", even smoked, ...",176,217,3,9,1,190,46,0,0,0,0,13,26,2,14,19,2,0
030623,Fish,"Shrimps and prawns, whether in shell or not, live, dried, salted or in brine, incl. shrimps ...",118,22,1,3,6,1004,138,17273,19166,3879,2,0,0,0,0,0,0,0
030624,Fish,"Crabs, even smoked, whether in shell or not, live, fresh, chilled, dried, salted or in brine, ...",58505,68992,67360,69073,71732,68853,59445,76655,40735,61744,66086,78037,29864,46407,16587,10556,222,0
030721,Fish,"Live, fresh or chilled, scallops, incl. queen scallops, of the genera Pecten, Chlamys or Placopecten, ...",0,1,65,8,8,26,9,2,0,0,0,1,10,21,45,81,28,37
030729,Fish,"Scallops, incl. queen scallops, of the genera Pecten, Chlamys or Placopecten, smoked, frozen, ...",5,50,0,11,15,18,0,1241,0,0,0,0,14,25,0,0,0,0
030739,Fish,"Mussels ""Mytilus spp., Perna spp."", smoked, frozen, dried, salted or in brine, with or without ...",190,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
030741,Fish,"Live, fresh or chilled, not smoked, cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola ...",0,0,121,2,106,0,3,0,0,0,0,0,0,0,0,0,0,0
030749,Fish,"Cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."" and squid ""Ommastrephes spp., ...",19,34,254,443,287,362,1296,1342,1609,4020,5207,537,602,490,415,352,138,133
030751,Fish,"Octopus ""Octopus spp."", live, fresh or chilled",0,0,56,68,47,167,699,0,57,79,0,49,0,0,0,0,49,0
030759,Fish,"Octopus ""Octopus spp."", smoked, frozen, dried, salted or in brine",1108,2401,3137,7462,6637,8933,12393,8900,9605,5429,7191,15939,6097,11585,13947,11245,2791,0
030799,Fish,"Molluscs, fit for human consumption, even in shell, smoked, frozen, dried, salted or in brine ...",409,154,298,890,1008,1075,2107,2456,718,1333,898,541,24,7,3,0,0,0
160414,Fish,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",30963,27154,40292,45845,49998,51545,46549,44016,47084,52272,45789,49334,40304,41248,43570,43547,52128,47594
160420,Fish,Prepared or preserved fish (excluding whole or in pieces),933,1075,73,9,505,0,12,0,21,0,0,0,2,460,89,2,370,682
160510,Fish,"Crab, prepared or preserved (excluding smoked)",10136,5082,6297,22634,19726,29462,54836,59294,53532,70381,96290,119176,146681,213339,204043,214787,152669,253039
160520,Fish,"Shrimps and prawns, prepared or preserved",2122,757,71,55682,79903,108595,99387,158115,145378,130136,156389,0,0,0,0,0,0,0
160590,Fish,"Molluscs and aquatic invertebrates, prepared or preserved",2652,1199,1213,2797,2655,2513,2908,3917,3515,3006,3662,0,0,0,0,0,0,0
